node_id,grid_region_id
2321281207,112
2321281202,112
254799912,378
254799909,377
254799908,237
254799902,359
254799898,359
42463524,123
254799889,277
42463518,123
42463494,124
254799859,356
254799856,356
42463482,162
254799822,296
254799820,296
254799817,296
254799816,296
254799815,378
279179156,368
42463398,146
42463374,208
42463370,208
42463363,188
42463314,123
291761917,152
291761911,132
279179012,368
103018466,253
291761890,153
291761874,132
291761872,132
291761867,132
42463222,205
42463221,205
42463202,244
42463164,244
42463099,244
42463070,244
254799421,338
657452078,89
42463007,205
42462957,123
42462953,123
657451978,69
42462926,202
254799287,236
1334569047,254
42462913,202
291761538,152
1334569044,297
1334569042,284
291761532,132
291761530,132
1334569028,149
1334569019,284
42462875,226
42462873,226
254799216,356
254799209,356
254799207,356
291761457,132
254799199,357
42462826,226
254799184,315
276032821,189
254799174,335
279178454,367
42462719,182
42462713,182
279178411,367
254799042,335
254799037,338
279178387,367
279178386,367
254799020,318
42462648,244
254799005,277
254799004,277
254799000,276
440396699,204
371190620,189
291761027,153
42462387,162
291760995,132
42462352,162
279178078,367
279178074,367
533981699,317
1348724211,294
291760930,132
254798650,336
1348724169,274
1348724167,275
254798632,236
254798627,376
254798621,258
42462219,167
42462185,167
479717820,187
254798549,378
254798546,378
254798545,378
479717794,187
254798424,259
254798419,259
42462018,144
42461988,144
42461965,225
42461914,123
291760502,153
42461767,182
2321279384,112
254798124,257
2321279378,112
2321279377,112
2321279361,112
2321279351,112
2321279350,112
2321279348,112
2321279346,92
2321279339,112
2321279326,112
42461626,124
42461611,124
42461566,202
42461560,147
42461534,144
42461448,188
254797792,257
254797767,318
42461394,167
42461379,167
42461375,123
42461373,123
42461370,123
42461366,123
254797733,318
42461357,123
254797723,317
254797720,317
254797715,317
254797709,317
103016510,253
479716904,187
1369956654,148
1369956653,147
1369956652,147
1369956650,167
1369956648,167
42461117,123
479716748,188
42461110,124
1369956633,346
42461102,124
42461098,124
42461094,124
1369956618,124
42461089,124
1369956617,123
42461084,124
42461078,124
42461074,124
42461071,124
42461069,124
254797437,398
254797434,398
42461063,124
2437670456,15
42461041,144
42461040,144
2437670453,15
42461034,144
42461032,144
42461020,144
42461018,144
42461014,144
42461010,144
42461007,144
42461003,144
42460999,144
42460996,144
42460992,144
42460988,144
42460985,144
42460984,144
42460982,144
42460979,144
42460966,144
42460963,144
42460956,144
42460951,144
42460948,144
42460944,144
42460941,144
42460936,144
42460934,144
254797299,398
42460925,145
254797282,296
42460911,145
254797280,295
42460906,145
254797273,356
42460901,145
254797269,356
42460898,165
254797268,316
42460897,165
42460896,165
42460894,165
42460889,165
42460886,165
766763837,114
42460882,165
254797252,316
42460879,165
42460876,165
42460873,165
42460872,165
42460870,165
42460867,165
254797237,316
42460864,165
42460856,165
254797218,259
254797217,257
42460846,165
254797215,257
42460843,165
42460839,165
766763790,114
42460836,165
42460832,165
42460825,165
42460816,144
42460809,144
42460806,144
42460801,144
913826343,111
42460776,144
766763717,114
42460764,124
766763715,94
42460762,123
371188918,189
42460740,203
42460737,203
254797107,259
254797106,259
42460729,203
42460725,203
42460723,203
42460722,203
42460717,206
42460715,206
42460714,206
42460705,206
42460698,206
298050767,74
42460684,185
42460681,185
42460674,185
42460660,206
42460657,206
42460654,206
766763596,94
42460622,226
42460619,226
42460617,226
42460611,206
42460610,206
298050684,74
42460608,266
42460606,204
42460605,204
42460603,204
298050678,74
42460602,205
42460600,205
42460599,205
42460598,205
371188756,189
42460595,204
42460594,204
42460592,204
371188750,189
42460591,204
42460589,204
42460587,204
42460586,204
42460583,205
42460582,205
42460579,205
42460576,205
42460574,205
42460562,223
42460558,223
42460545,223
42460498,223
42460447,224
42460444,224
42460441,224
42460438,224
42460427,224
2017188668,135
42460425,224
298050497,52
42460417,224
42460415,224
42460410,225
42460406,225
42460403,144
42460401,144
42460374,144
42460370,144
42460366,144
42460360,144
42460356,144
42460353,144
42460349,144
298050423,72
42460346,144
42460343,144
42460339,144
42460328,144
42460320,144
42460319,144
42460318,144
42460316,144
42460312,144
42460309,144
479715945,187
479715943,187
42460306,144
254796674,257
42460300,144
479715931,187
42460294,144
42460291,144
479715925,187
42460288,144
479715922,187
42460284,144
42460281,144
42460274,144
42460263,144
42460255,144
42460247,144
766763195,94
42460243,144
42460239,144
42460236,144
42460235,144
42460234,144
42460233,164
42460232,164
42460229,164
42460228,164
42460227,164
42460226,165
42460225,165
42460224,165
42460223,165
42460222,165
42460221,165
298050296,72
42460220,165
42460218,165
42460217,165
42460216,165
298050291,52
42460215,165
42460214,165
42460212,165
42460211,165
42460209,225
42460207,225
42460204,225
42460202,225
479715838,187
479715837,187
42460195,225
42460192,225
479715823,187
479715820,187
479715817,187
479715815,187
42460172,225
42460171,225
42460169,225
42460167,205
42460165,205
479715801,167
371188320,189
42460151,224
42460148,224
42460142,224
42460126,224
42460123,224
42460121,224
42460105,245
42460102,245
298050044,72
766762904,94
42459820,147
2620907653,145
2620907651,145
2620907650,145
2620907649,145
2620907648,145
2620907647,144
2620907646,144
2620907644,144
2620907643,144
2620907642,144
2620907641,144
2620907640,164
2620907639,164
2620907638,164
254796142,278
254796098,295
254796097,295
254796079,318
254796071,315
254796070,315
766762632,94
42459636,189
254795994,378
254795993,378
254795985,297
254795982,297
254795981,276
254795980,276
254795979,316
254795973,278
254795961,278
42459579,189
254795948,338
254795938,315
254795931,315
42459493,148
42459436,148
254795805,296
254795804,296
298049478,72
254795746,298
254795716,316
595320307,192
254795674,278
254795624,275
42459180,191
254795542,296
254795489,277
2800213219,224
2800213218,224
2800213217,224
2800213212,224
2800213208,224
2800213201,202
254795417,337
42459041,191
254795352,378
1388828846,356
254795335,318
42458960,191
298049025,52
42458943,170
1388828814,356
42458936,213
254795306,237
1388828805,356
254795302,237
1388828765,356
1388828751,356
254795232,297
1388828728,356
1388828640,356
42458766,190
1370740706,277
1370740695,370
1370740691,187
42458728,214
254795097,256
254795096,256
254795094,256
254795082,257
254795077,335
254795073,278
254795072,278
254795064,258
254795055,258
254795052,258
42458670,193
42458663,213
42458659,214
254795010,258
254795009,258
2783697673,366
254794974,317
254794952,317
254794936,317
254794921,317
254794919,316
254794917,316
254794913,316
254794910,316
254794859,336
2550913928,308
254794809,335
42458435,171
254794762,356
254794761,359
254794756,359
254794723,339
254794698,338
42458313,168
2550913789,308
42458267,148
254794581,336
254794562,336
298048260,72
254794543,298
254794540,298
254794522,298
254794521,298
254794516,298
254794512,357
254794499,357
254794488,316
254794486,316
42458112,191
254794477,296
254794450,319
42458034,169
42458017,168
254794319,357
42457940,169
42457925,169
254794290,397
254794263,379
254794259,378
42457821,168
254794184,318
254794160,277
42457788,170
254794146,278
254794142,278
254794121,277
254794118,277
42457735,148
42457728,148
254794066,337
254794022,297
254794021,376
254794013,376
254794012,358
2494289964,103
254793829,319
254793822,299
254793818,299
42457426,148
42457421,148
254793778,277
254793777,277
254793765,295
254793755,339
254793707,278
254793690,257
254793681,357
42457292,147
254793661,359
254793658,359
42457282,214
254793637,377
254793633,377
254793622,258
2468337470,153
42457209,170
254793556,257
254793554,257
254793552,257
254793551,257
254793549,379
2296895402,368
254793486,315
254793478,315
254793447,379
254793443,379
254793441,379
254793439,379
103012243,253
103012242,253
103012237,253
42456986,148
42456961,169
657445961,89
42456831,212
42456711,191
42456708,191
2297681388,49
254793056,379
1344786422,390
2297681380,49
254793055,379
1344786421,390
42456683,170
254793053,379
254793044,337
254793040,336
254793036,316
254793034,297
541053911,96
254793019,278
254793017,278
42456578,190
42456575,190
42456568,169
42456555,169
597676840,228
254792918,297
254792917,297
42456543,169
254792885,296
254792884,296
254792881,296
597676795,228
42456492,147
657445525,88
597676768,208
42456464,148
597676734,228
597676729,228
597676720,228
597676682,228
254792724,336
42456336,191
42456335,191
2895368588,21
2895368587,21
2895368580,1
42456303,168
597676589,228
597676586,228
42456297,147
276026275,331
597676554,228
254792635,336
254792634,336
2527318809,79
597676533,228
597676499,207
42456211,168
42456206,168
42456205,168
597676485,207
42456197,148
597676464,207
2321273800,91
42456162,211
2321273775,91
42456132,211
2321273750,91
2321273742,111
42456115,211
42456110,211
42456107,211
254792475,398
42456101,211
42456091,210
42456084,210
597676370,207
42456076,190
597676355,208
42456066,190
254792435,236
254792432,236
42456060,190
2321273679,91
42456049,189
42456041,189
254792389,318
254792378,318
1343999288,314
42455963,189
42455934,189
42455929,189
42455915,169
42455897,169
42455887,168
42455867,168
276025842,331
42455761,169
42455751,169
42455735,149
42455705,234
254792074,336
254792070,378
254792069,378
42455695,190
42455694,190
42455693,190
254792056,275
276025687,331
42455675,190
42455662,190
254792016,275
42455643,170
276025560,331
254791914,275
254791913,275
254791903,277
42455519,150
1356581714,335
1356581711,335
42455509,214
544198483,116
42455493,214
42455480,168
1356581670,335
42455465,168
42455452,168
1356581639,335
254791793,277
254791785,237
42455412,168
42455396,168
254791752,337
42455357,149
254791715,336
42455337,213
42455335,213
42455259,213
42455252,213
42455245,213
42455238,213
42455234,213
42455200,148
42455181,168
42455175,168
42455119,189
42455113,190
42455083,168
254791437,338
42455051,168
42455026,168
42455013,168
42455007,168
42454997,168
42454994,168
42454970,214
2555629023,347
2555629021,347
254791300,318
254791276,379
42454893,214
42454840,213
42454798,147
2037630245,123
42454795,147
254791151,379
254791141,379
254791137,379
254791135,379
254791134,357
254791131,357
254791129,318
42454758,149
254791124,315
254791119,277
254791116,277
42454742,149
42454701,190
42454679,190
254791047,357
254791046,379
254791042,379
254791039,379
254791038,316
254791036,398
42454660,189
42454642,148
42454622,213
42454611,213
254790978,318
42454600,147
254790941,297
42454553,234
42454551,234
254790913,297
254790909,297
42454538,234
254790904,296
254790901,296
254790897,296
42454522,169
254790805,398
42454433,169
42454428,169
42454423,148
254790789,319
42454401,148
42454381,149
42454378,169
42454368,213
158846148,255
42454325,149
42454313,213
42454300,213
42454240,213
571722282,116
42454214,169
42454196,190
42454192,190
42454189,190
571722243,116
571722215,116
42454120,170
42454102,213
42454042,170
42454010,169
42454006,169
42453999,169
42453952,148
42453943,147
42453934,147
276023932,311
42453792,147
42453777,148
254790137,337
254790133,337
42453757,192
42453717,192
42453714,211
42453709,211
254790079,357
42453700,168
42453691,168
42453674,170
42453669,214
42453638,214
42453630,149
254003564,6
42453624,169
42453613,168
42453610,168
42453607,168
42453604,168
42453601,168
42453591,213
42453586,213
42453577,191
42453575,191
42453555,150
42453545,149
42453477,149
254789844,319
42453472,148
254789842,319
42453468,148
42453457,148
254789822,319
42453442,148
254789810,257
2845034090,151
42453417,148
42453406,148
42453398,148
2307901694,206
42453395,148
254003322,6
42453379,149
254003307,6
897303855,254
897303853,254
42453354,214
571721414,116
42453349,214
254789700,336
42453327,168
254003266,26
254789696,336
254003262,26
254003261,26
254003260,26
254003259,6
42453310,169
254789669,297
254789654,297
254789651,296
42453258,212
42453253,211
42453251,211
42453246,191
103008432,253
103008429,253
42453241,191
42453236,191
42453226,191
42453220,191
42453216,191
42453187,169
42453183,169
42453177,168
42453175,168
254789538,237
42453166,168
42453160,168
42453158,168
42453156,168
42453142,213
254789498,358
595314120,171
595314119,171
595314118,171
595314111,171
254789484,295
254789482,315
595314103,191
42453104,168
42453080,189
595314041,192
595314040,191
595314036,191
254789412,256
42453038,148
42453036,148
595314021,171
254002965,6
42453011,169
42453008,169
42453007,169
427804196,149
42453000,189
42452994,147
595313978,192
427804166,149
42452975,149
42452973,169
42452956,190
254789325,276
42452954,190
254789324,276
42452951,190
254789319,276
42452936,168
571720976,57
254789280,276
254789274,276
254789266,276
254789260,276
42452882,189
254789228,297
254789226,297
254789224,296
254789222,296
254789216,296
254789212,296
427804029,149
42452817,148
254789187,337
42452816,148
42452814,190
42452812,190
42452809,190
254789170,337
254789158,357
2922103673,388
2922103672,388
2922103670,388
2922103668,388
254789128,258
2922103667,388
2922103665,388
2922103664,388
2922103663,388
2922103661,388
2922103660,388
2922103659,388
254789118,258
2922103655,388
2922103652,368
2922103651,368
2922103650,368
2922103648,368
2922103638,368
2922103637,368
2922103634,368
2922103616,368
571720743,38
571720742,58
42452630,147
42452620,147
42452613,148
42452610,148
42452598,148
42452564,191
42452556,167
1357365174,335
335791304,344
335791303,344
335791302,344
254788908,236
1357365170,335
254788907,236
1357365164,335
1357365161,335
1357365147,335
254788883,377
1357365119,335
1357365108,335
1357365100,335
1357365092,335
1357365089,335
1357365088,335
1357365085,335
298042524,90
42452396,148
42452365,170
2272511262,37
42452353,169
42452330,211
254002267,25
42452314,147
42452310,147
42452290,191
254788660,256
254788659,256
254788658,256
254788654,256
254788652,256
254788645,256
254788643,256
254788642,256
254788641,256
254788571,298
254002131,6
254788560,279
254002119,6
254788543,337
254788542,337
254788525,378
254788523,378
254788497,259
42452117,168
42452107,168
42452084,168
254788454,236
254788452,236
254788451,236
42452076,168
42452067,168
42452056,168
42452048,148
42452040,148
42452026,148
42452015,148
42452008,148
254788377,259
42452006,148
493076961,309
493076959,309
493076950,329
298042038,109
254001874,6
42451932,213
254788301,335
254788295,335
254001862,6
254001840,6
254001821,6
254788226,296
254788217,398
254788206,378
254001756,6
254001732,6
42451787,168
42451773,210
42451766,190
42451754,190
298041823,89
42451744,190
42451736,213
254788083,317
42451712,168
254788069,296
254788068,296
42451695,149
42451674,169
42451660,168
464765047,328
42451593,168
42451564,211
42451540,192
2313404821,253
2313404816,253
2313404814,273
254001417,6
246923513,147
2625617861,29
42451409,147
42451402,147
298041467,89
298041452,90
2625617795,29
42451370,147
42451332,189
42451280,190
42451231,210
254001142,6
254001129,6
895728819,275
895728815,275
895728813,275
298041212,89
254001075,6
42451126,169
298041159,89
254001005,6
298041140,89
254000976,6
254000963,6
42451018,168
464764423,328
42450910,168
298040956,89
298040952,89
42450820,168
42450814,189
42450809,189
254000670,6
276020716,269
42450699,169
254000630,6
42450688,189
254000627,6
42450656,189
42450645,189
42450634,190
254786997,356
254786978,295
254786973,295
254786972,295
254786969,295
254786962,316
254000481,6
254000473,6
254000451,6
254000442,6
254000439,6
42450489,148
42450468,211
254786838,357
42450456,191
42450434,170
2319695197,188
42450426,169
254000348,6
2895362631,21
254786744,376
254786743,376
254786740,376
254786737,377
254786736,377
254786735,377
254786733,377
254786730,377
254786727,296
42450352,170
254786716,297
42450341,170
42450325,148
42450290,213
42450275,213
2550905710,307
254786582,316
254000145,6
2597305045,4
42450089,211
42450083,211
42450080,211
42450071,211
42450066,211
42450061,211
42450057,211
42450055,191
42450052,191
254786420,338
42450048,190
854833268,315
42450044,190
254786414,315
254786413,315
254786411,315
42450037,190
42450035,190
254786402,315
854833254,295
42450030,190
42450028,190
42450025,190
254786388,315
254786387,315
42450015,190
254786384,377
254786382,275
42450009,190
254786379,275
1344779745,390
254786376,275
253999940,6
42449991,190
42449985,190
42449982,190
42449979,189
42449971,189
42449963,189
42449961,189
253999897,6
42449956,169
42449954,169
42449948,169
42449947,169
854833170,294
42449945,169
253999882,6
42449942,169
42449938,169
253999876,6
42449932,169
42449928,169
42449926,169
42449918,169
42449906,169
254786276,275
42449893,168
254786262,275
254786261,275
42449890,168
854833113,315
42449886,168
254786250,315
254786237,315
254786233,378
254786232,378
42449846,211
42449843,211
854833065,294
42449840,211
854833062,295
42449833,211
854833054,294
42449828,191
42449817,168
854833033,378
42449804,213
42449801,213
854832983,377
254786103,295
854832916,295
42449691,169
42449689,169
42449685,169
42449683,169
254786031,297
254786028,297
42449656,213
42449654,213
42449653,213
254786016,315
42449644,213
254786012,298
42449641,213
42449639,213
42449631,213
254786000,298
254785995,297
42449600,148
42449597,148
254785965,336
42449593,234
42449589,168
254785957,336
42449582,168
42449580,168
42449576,148
42449570,148
254785932,338
42449550,170
42449515,211
254785869,257
253999419,6
253999397,26
253999390,26
254785816,336
254785807,256
42449427,211
254785793,277
42449422,211
42449390,169
254785726,315
254785725,315
254785723,315
42449341,149
254785706,316
42449333,169
254785703,316
254785702,257
42449314,169
42449308,169
253999173,6
42449187,190
42449166,212
42449163,212
42449139,212
42449127,212
42449098,148
42449089,148
42449076,148
276019077,269
42449067,168
42449045,168
42449038,168
42449029,168
42449027,168
42449023,168
42449021,168
42449017,168
42449010,210
42449007,190
42449005,190
42448996,149
42448979,211
1346351568,288
42448930,213
254785236,315
254785233,315
254785207,298
42448813,169
254785169,316
254785168,316
254785166,377
42448745,190
42448735,190
42448726,190
42448711,168
42448707,168
254785073,356
42448701,169
42448693,169
103790305,11
42448674,212
254785043,356
42448661,192
42448655,192
254785021,378
254784988,297
254784987,317
254784984,315
254784982,315
42448611,192
254784979,315
42448607,192
42448605,192
103790222,29
42448593,147
254784955,356
103790195,10
254784940,398
42448568,148
42448552,148
42448549,148
2288236031,202
254784877,338
42448506,191
254784875,338
2288236023,202
2288236009,202
42448483,147
2288236002,202
42448440,167
42448430,167
42448423,189
42448406,189
42448390,189
42448379,189
42448338,169
254784703,397
42448329,189
42448326,189
254784694,397
42448321,189
42448283,211
42448278,211
42448257,190
42448254,190
42448238,190
42448216,190
276018211,289
42448203,190
276018191,289
276018181,289
103789790,29
42448171,148
276018175,289
276018174,289
42448162,148
2542252896,24
254784528,317
254784516,317
42448141,211
254784493,317
254784475,317
254784472,317
254784465,337
526103151,379
2568205016,206
276017997,289
766750846,133
766750835,133
103789500,32
766750812,133
766750793,133
254784210,316
254784207,316
2545398297,82
254784203,315
254784201,315
254784186,336
254784176,336
254784175,296
254784174,296
254784144,319
254784137,275
2382607007,255
2382607000,255
2382606999,255
2382606996,255
298037794,72
254784056,299
254784054,299
103789269,8
254784020,319
2887495595,272
103789266,12
103789244,31
254783980,339
254783976,339
254783975,339
254783933,377
254783922,378
2542252224,24
765177544,73
42447435,168
42447428,168
42447419,213
42447418,213
766750364,153
42447404,192
42447399,192
42447389,192
766750331,153
766750326,133
42447348,212
42447346,212
42447336,191
766750285,133
42447330,191
766750281,133
42447326,191
766750277,133
42447323,191
42447317,191
42447308,191
42447303,191
42447295,191
42447285,191
42447281,191
42447278,191
42447275,191
42447273,191
42447249,148
42447246,148
766750191,133
42447237,190
42447235,190
42447230,190
42447228,190
42447210,211
42447209,211
42447208,211
254783578,318
42447207,211
42447206,211
42447201,211
42447199,211
42447196,211
42447192,211
42447187,191
42447182,191
42447179,191
254783548,336
42447176,191
42447174,190
42447169,190
254783538,317
42447166,190
42447154,190
42447149,190
42447144,190
766750089,133
42447136,190
42447132,190
42447126,190
254783496,378
254783492,255
42447115,190
42447105,190
42447084,190
42447076,190
254783442,255
42447069,190
42447060,190
42447030,190
254783391,357
42447020,190
42447009,190
42447007,189
766749952,113
42446999,189
42446998,189
766749947,133
